loan_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,loan_status,purpose,addr_state,dti
10.196194479235656, 60 months,20.89,723.38,F,3 years,MORTGAGE,11.695255355062795,Verified,Fully Paid,debt_consolidation,FL,12.15
8.987321812850125, 36 months,12.69,268.36,B,5 years,MORTGAGE,10.463131911491967,Not Verified,Fully Paid,debt_consolidation,IL,10.05
9.210440366976517, 36 months,18.25,362.78,D,1 year,RENT,11.225256725762893,Source Verified,Charged Off,credit_card,CA,24.14
9.210440366976517, 36 months,8.9,317.54,A,6 years,RENT,10.085850775128717,Verified,Fully Paid,debt_consolidation,CA,7.0
9.210440366976517, 36 months,7.9,312.91,A,1 year,RENT,10.668978650219241,Not Verified,Fully Paid,debt_consolidation,CA,25.26
9.392745258631441, 36 months,9.91,386.7,B,1 year,RENT,10.819798284210286,Not Verified,Fully Paid,debt_consolidation,CA,16.44
9.210440366976517, 36 months,9.91,322.25,B,3 years,RENT,10.348205424565993,Source Verified,Fully Paid,debt_consolidation,NY,14.81
10.239995502805316, 60 months,19.91,312.04,E,10+ years,RENT,10.859018228147887,Verified,Charged Off,debt_consolidation,TX,20.7
9.798182590890704, 36 months,7.9,563.23,A,10+ years,RENT,10.950192323132216,Source Verified,Fully Paid,debt_consolidation,CA,27.55
7.824445930877619, 36 months,14.27,85.78,C,7 years,RENT,10.809748150372926,Source Verified,Fully Paid,debt_consolidation,FL,10.33
10.463131911491967, 36 months,8.9,1111.37,A,6 years,MORTGAGE,11.736077016252437,Verified,Fully Paid,debt_consolidation,CA,22.71
9.210440366976517, 36 months,7.51,311.11,A,3 years,RENT,10.404293143019792,Not Verified,Fully Paid,credit_card,NJ,9.75
10.085850775128717, 36 months,15.96,843.3,C,8 years,MORTGAGE,11.407576060361786,Source Verified,Charged Off,home_improvement,CA,9.17
8.699681400989514, 36 months,11.71,198.46,B,1 year,RENT,11.407576060361786,Not Verified,Fully Paid,credit_card,NJ,2.97
9.210440366976517, 60 months,12.69,225.95,B,2 years,MORTGAGE,10.933124826700707,Source Verified,Fully Paid,debt_consolidation,CA,10.82
9.546884034617925, 36 months,14.27,480.33,C,4 years,RENT,10.874285408908944,Not Verified,Fully Paid,debt_consolidation,CA,7.36
9.510519035757246, 36 months,9.91,435.04,B,7 years,RENT,10.545367754151743,Verified,Fully Paid,debt_consolidation,CA,12.38
8.699681400989514, 36 months,10.65,195.44,B,6 years,MORTGAGE,11.373674891823535,Not Verified,Fully Paid,home_improvement,NJ,12.86
9.042040056544483, 60 months,16.77,208.97,D,5 years,OWN,10.12667110305036,Verified,Fully Paid,debt_consolidation,IL,22.51
9.210440366976517, 36 months,11.71,330.76,B,8 years,RENT,11.002116507732017,Not Verified,Charged Off,debt_consolidation,CA,22.08
9.508665604526444, 60 months,13.49,309.99,C,10+ years,RENT,10.12667110305036,Verified,Charged Off,credit_card,CA,21.89
8.881975184248867, 36 months,12.42,240.59,B,5 years,RENT,10.778977123006351,Not Verified,Fully Paid,major_purchase,IL,17.43
9.392745258631441, 36 months,14.27,411.71,C,< 1 year,RENT,10.950824090522445,Verified,Fully Paid,debt_consolidation,CA,10.86
9.61587214452889, 36 months,17.27,536.81,D,2 years,MORTGAGE,10.70101727068921,Source Verified,Fully Paid,house,FL,3.59
9.210440366976517, 36 months,6.62,307.04,A,5 years,MORTGAGE,11.156264806643742,Not Verified,Fully Paid,credit_card,NY,16.78
8.987321812850125, 36 months,14.65,275.96,C,3 years,RENT,10.239995502805316,Not Verified,Fully Paid,car,CA,12.6
8.699681400989514, 36 months,14.27,205.86,C,10+ years,MORTGAGE,11.459535236710686,Verified,Fully Paid,car,TX,24.53
9.680406499268875, 60 months,9.91,339.25,B,10+ years,OWN,10.596659732783579,Verified,Fully Paid,debt_consolidation,FL,9.39
7.824445930877619, 36 months,7.51,77.78,A,nan,OWN,9.392745258631441,Source Verified,Charged Off,debt_consolidation,CA,16.3
10.12667110305036, 36 months,12.42,835.39,B,2 years,RENT,12.323860125621126,Verified,Fully Paid,debt_consolidation,NJ,8.32
9.210440366976517, 36 months,13.49,339.31,C,2 years,RENT,10.734242182303689,Verified,Fully Paid,small_business,CA,24.97
8.89918494333876, 36 months,12.69,245.72,B,1 year,RENT,10.645448706505872,Not Verified,Fully Paid,debt_consolidation,FL,22.57
8.294299608857235, 36 months,12.42,133.67,B,5 years,RENT,11.813037464800539,Verified,Fully Paid,credit_card,NY,12.12
9.210440366976517, 36 months,13.49,339.31,C,5 years,RENT,11.082157933374816,Not Verified,Charged Off,small_business,CA,6.92
8.955577146281511, 36 months,17.27,277.36,D,< 1 year,RENT,10.085850775128717,Not Verified,Charged Off,debt_consolidation,IL,16.1
9.90353755128617, 60 months,20.89,539.84,F,6 years,RENT,11.156264806643742,Source Verified,Charged Off,debt_consolidation,FL,16.63
9.169622538697624, 36 months,12.42,320.79,B,10+ years,RENT,11.082157933374816,Verified,Fully Paid,debt_consolidation,NY,11.65
9.952325334619427, 60 months,11.71,464.07,B,3 years,RENT,11.002116507732017,Not Verified,Charged Off,debt_consolidation,CA,6.62
9.499346567390095, 36 months,12.42,446.1,B,10+ years,RENT,10.668978650219241,Not Verified,Fully Paid,debt_consolidation,CA,20.57
9.61587214452889, 36 months,17.27,536.81,D,8 years,RENT,11.225256725762893,Source Verified,Charged Off,debt_consolidation,CA,16.03
9.305741456739435, 60 months,13.49,253.06,C,10+ years,MORTGAGE,11.767575435251748,Verified,Fully Paid,debt_consolidation,CA,10.94
10.463131911491967, 36 months,10.65,1140.07,B,2 years,MORTGAGE,12.031725210748633,Verified,Fully Paid,debt_consolidation,TX,3.17
9.680406499268875, 36 months,12.69,536.72,B,1 year,RENT,10.97679912709094,Source Verified,Charged Off,debt_consolidation,IL,20.64
9.392745258631441, 36 months,10.65,390.88,B,5 years,RENT,11.002116507732017,Not Verified,Fully Paid,credit_card,CA,10.84
9.036106025364846, 60 months,16.77,207.73,D,5 years,RENT,11.385058001970144,Not Verified,Fully Paid,major_purchase,NY,11.35
9.392745258631441, 36 months,14.27,411.71,C,8 years,MORTGAGE,11.156264806643742,Not Verified,Charged Off,other,NY,8.4
9.105090961257085, 36 months,12.69,301.91,B,5 years,RENT,10.819798284210286,Source Verified,Fully Paid,debt_consolidation,NY,17.81
9.90353755128617, 36 months,13.49,678.61,C,6 years,RENT,11.225256725762893,Verified,Fully Paid,debt_consolidation,CA,22.38
9.350189267092581, 36 months,15.27,400.18,C,5 years,RENT,10.491301994830229,Not Verified,Fully Paid,debt_consolidation,FL,21.1
9.521568058002977, 36 months,12.42,456.12,B,10+ years,MORTGAGE,11.362114203075018,Not Verified,Charged Off,debt_consolidation,CA,12.29
9.259225769705994, 36 months,16.29,370.66,D,3 years,RENT,10.308985993422082,Source Verified,Charged Off,debt_consolidation,CA,15.0
9.392745258631441, 36 months,9.91,386.7,B,2 years,RENT,11.002116507732017,Not Verified,Fully Paid,debt_consolidation,CA,15.5
9.350189267092581, 36 months,15.27,400.18,C,10+ years,MORTGAGE,10.69650269224425,Verified,Fully Paid,credit_card,CA,21.69
7.601402334583733, 36 months,15.27,69.6,C,2 years,RENT,10.62135173563291,Verified,Fully Paid,moving,TX,17.74
9.620859354387026, 36 months,14.27,517.21,C,10+ years,RENT,10.463131911491967,Verified,Charged Off,debt_consolidation,TX,20.16
9.392745258631441, 36 months,12.42,400.99,B,9 years,MORTGAGE,11.561725152903833,Not Verified,Fully Paid,credit_card,TX,13.98
9.065430200180375, 36 months,14.27,296.78,C,4 years,MORTGAGE,10.714439990727769,Source Verified,Fully Paid,credit_card,FL,7.6
9.952325334619427, 60 months,17.27,294.98,D,10+ years,MORTGAGE,11.599112335481124,Verified,Fully Paid,debt_consolidation,NJ,7.75
9.680406499268875, 60 months,17.27,399.97,D,2 years,RENT,10.819798284210286,Source Verified,Fully Paid,debt_consolidation,TX,11.04
9.392745258631441, 36 months,12.42,400.99,B,2 years,RENT,11.326607934898927,Not Verified,Fully Paid,debt_consolidation,CA,11.81
9.15915233520675, 36 months,12.69,318.68,B,< 1 year,MORTGAGE,10.868587496017359,Source Verified,Charged Off,moving,CA,23.54
9.575052927597383, 36 months,13.49,488.6,C,10+ years,MORTGAGE,11.002116507732017,Not Verified,Fully Paid,debt_consolidation,FL,16.92
8.294299608857235, 36 months,7.51,124.45,A,< 1 year,RENT,11.082157933374816,Source Verified,Fully Paid,major_purchase,CA,18.17
7.313886831633462, 36 months,17.27,53.69,D,10+ years,MORTGAGE,11.87757552297847,Verified,Fully Paid,debt_consolidation,CA,8.23
9.883335864325275, 36 months,12.42,654.94,B,2 years,RENT,11.225256725762893,Verified,Fully Paid,credit_card,NY,11.62
9.210440366976517, 36 months,12.69,335.45,B,2 years,RENT,11.156264806643742,Not Verified,Charged Off,credit_card,CA,2.69
8.160803920954665, 36 months,7.9,109.52,A,7 years,MORTGAGE,11.025832643730768,Not Verified,Fully Paid,vacation,CA,6.46
9.392745258631441, 36 months,6.62,368.45,A,10+ years,MORTGAGE,10.933124826700707,Not Verified,Fully Paid,debt_consolidation,FL,13.65
9.711176264112805, 36 months,8.9,523.93,A,< 1 year,RENT,10.757924157061597,Source Verified,Fully Paid,debt_consolidation,IL,9.06
9.65509029374725, 60 months,12.69,352.48,B,10+ years,RENT,10.819798284210286,Source Verified,Charged Off,vacation,NY,5.78
9.287394001418473, 36 months,12.42,360.89,B,8 years,RENT,11.813037464800539,Verified,Fully Paid,credit_card,CA,12.12
9.842994172107165, 60 months,17.58,473.75,D,4 years,MORTGAGE,10.691967639914864,Verified,Fully Paid,debt_consolidation,NY,24.98
9.392745258631441, 36 months,9.91,386.7,B,5 years,RENT,11.289794413577894,Not Verified,Fully Paid,debt_consolidation,TX,14.83
8.987321812850125, 36 months,7.9,250.33,A,2 years,RENT,11.264476926102367,Not Verified,Fully Paid,vacation,NY,6.09
9.488047863280759, 60 months,17.27,224.36,D,3 years,RENT,10.181157167204903,Source Verified,Fully Paid,small_business,TX,9.64
9.259225769705994, 36 months,6.03,319.58,A,10+ years,MORTGAGE,11.082157933374816,Source Verified,Fully Paid,debt_consolidation,TX,10.36
8.902591637374087, 36 months,11.71,243.11,B,1 year,RENT,10.404293143019792,Verified,Fully Paid,debt_consolidation,CA,22.51
9.210440366976517, 36 months,13.49,339.31,C,10+ years,MORTGAGE,10.819798284210286,Not Verified,Fully Paid,credit_card,CA,5.88
9.392745258631441, 36 months,8.9,381.04,A,7 years,RENT,11.289794413577894,Not Verified,Charged Off,other,CA,9.13
8.853808274977197, 36 months,11.71,231.54,B,2 years,RENT,11.225256725762893,Source Verified,Fully Paid,debt_consolidation,CA,15.57
10.463131911491967, 60 months,18.64,690.56,E,8 years,MORTGAGE,11.350418300109132,Verified,Fully Paid,debt_consolidation,IL,12.0
7.244941546337007, 36 months,7.9,43.81,A,1 year,RENT,10.268165387743457,Not Verified,Fully Paid,other,FL,10.0
8.071218539969863, 36 months,9.91,103.12,B,9 years,RENT,11.021918808236205,Not Verified,Fully Paid,debt_consolidation,CA,2.16
8.987321812850125, 36 months,7.9,250.33,A,1 year,RENT,10.596659732783579,Not Verified,Fully Paid,medical,CA,13.35
9.382274835883651, 60 months,12.69,268.32,B,< 1 year,RENT,10.162808729968926,Source Verified,Charged Off,debt_consolidation,CA,23.75
8.517393171418904, 36 months,6.03,152.18,A,9 years,MORTGAGE,10.896757843893464,Not Verified,Fully Paid,home_improvement,NJ,3.82
10.463131911491967, 36 months,8.9,1111.37,A,5 years,RENT,11.350418300109132,Verified,Fully Paid,debt_consolidation,IL,17.73
9.798182590890704, 36 months,8.9,571.56,A,5 years,RENT,11.264476926102367,Verified,Fully Paid,credit_card,NY,7.0
8.517393171418904, 36 months,12.42,167.08,B,2 years,RENT,11.156264806643742,Not Verified,Fully Paid,debt_consolidation,TX,20.06
8.987321812850125, 36 months,15.96,281.1,C,4 years,RENT,11.156264806643742,Source Verified,Fully Paid,credit_card,IL,14.04
9.210440366976517, 36 months,7.51,311.11,A,5 years,RENT,10.819798284210286,Verified,Fully Paid,debt_consolidation,NJ,4.63
9.249657234353133, 36 months,9.91,335.14,B,6 years,RENT,10.596659732783579,Source Verified,Fully Paid,debt_consolidation,FL,11.67
8.79497643168877, 36 months,9.91,212.69,B,1 year,MORTGAGE,11.51293546492023,Not Verified,Fully Paid,house,FL,15.53
9.392745258631441, 36 months,8.9,381.04,A,7 years,OWN,10.596659732783579,Not Verified,Fully Paid,debt_consolidation,NJ,9.45
9.491828300264636, 36 months,17.27,474.19,D,10+ years,RENT,10.859018228147887,Verified,Fully Paid,debt_consolidation,NY,23.7
9.392745258631441, 36 months,11.71,396.92,B,3 years,RENT,11.434974734252892,Source Verified,Fully Paid,debt_consolidation,CA,15.97
10.12667110305036, 36 months,9.91,805.63,B,9 years,RENT,11.0186455364637,Source Verified,Fully Paid,debt_consolidation,CA,10.35
9.392745258631441, 36 months,7.51,373.33,A,10+ years,MORTGAGE,11.127277689932466,Not Verified,Fully Paid,credit_card,CA,7.08
9.575052927597383, 36 months,11.71,476.3,B,1 year,RENT,11.289794413577894,Not Verified,Fully Paid,credit_card,CA,16.35
9.210440366976517, 36 months,12.42,334.16,B,10+ years,RENT,10.668978650219241,Not Verified,Fully Paid,credit_card,NY,11.58
8.987321812850125, 36 months,11.71,264.61,B,1 year,RENT,11.918397239722838,Not Verified,Fully Paid,credit_card,NY,2.48
10.308985993422082, 60 months,12.42,673.72,B,3 years,RENT,11.156264806643742,Source Verified,Charged Off,small_business,TX,0.94
9.798182590890704, 60 months,16.77,445.13,D,6 years,OWN,10.596659732783579,Not Verified,Charged Off,home_improvement,CA,18.42
9.546884034617925, 36 months,14.27,480.33,C,6 years,RENT,11.289794413577894,Not Verified,Fully Paid,debt_consolidation,CA,16.21
9.210440366976517, 36 months,16.29,353.01,D,10+ years,RENT,10.596659732783579,Verified,Fully Paid,credit_card,NY,24.39
10.463131911491967, 60 months,20.3,619.88,E,5 years,RENT,11.350418300109132,Verified,Fully Paid,debt_consolidation,NJ,20.16
9.472781556562168, 36 months,9.91,418.93,B,6 years,RENT,11.608244735642321,Not Verified,Fully Paid,debt_consolidation,CA,8.38
9.798182590890704, 36 months,9.91,580.05,B,5 years,RENT,11.608244735642321,Verified,Fully Paid,debt_consolidation,FL,10.0
9.105090961257085, 60 months,19.91,238.0,E,3 years,RENT,11.002116507732017,Verified,Charged Off,credit_card,CA,22.56
10.12667110305036, 60 months,18.64,643.58,E,10+ years,RENT,11.026808713825016,Verified,Charged Off,debt_consolidation,NY,12.6
9.210440366976517, 36 months,11.71,330.76,B,3 years,RENT,10.404293143019792,Not Verified,Fully Paid,other,NY,8.69
8.343077871169383, 36 months,6.03,127.83,A,3 years,RENT,11.0186455364637,Not Verified,Fully Paid,credit_card,NJ,8.92
9.90353755128617, 60 months,15.27,478.64,C,10+ years,OWN,11.267242294211684,Verified,Charged Off,debt_consolidation,CA,10.79
9.90353755128617, 60 months,14.65,472.14,C,2 years,MORTGAGE,10.933124826700707,Verified,Fully Paid,credit_card,CA,12.15
9.392745258631441, 36 months,12.42,400.99,B,5 years,RENT,10.83370091325064,Source Verified,Fully Paid,credit_card,NJ,22.49
9.798182590890704, 60 months,19.03,467.23,E,3 years,RENT,11.407576060361786,Source Verified,Fully Paid,credit_card,NY,11.32
9.210440366976517, 36 months,13.49,339.31,C,3 years,RENT,11.338583982516495,Verified,Fully Paid,debt_consolidation,CA,13.87
9.90353755128617, 60 months,10.65,290.64,B,2 years,MORTGAGE,12.07254696717504,Verified,Fully Paid,debt_consolidation,TX,5.23
8.748463629942055, 36 months,11.71,208.38,B,2 years,RENT,10.308985993422082,Not Verified,Fully Paid,credit_card,NY,7.2
9.90353755128617, 60 months,16.77,494.59,D,7 years,RENT,10.819798284210286,Verified,Fully Paid,credit_card,IL,22.82
9.018089684104343, 60 months,15.96,200.45,C,2 years,MORTGAGE,10.463246187411299,Verified,Fully Paid,home_improvement,NY,15.6
9.210440366976517, 36 months,11.71,330.76,B,5 years,RENT,10.373522431293592,Not Verified,Charged Off,credit_card,FL,21.83
10.085850775128717, 36 months,8.9,762.08,A,10+ years,MORTGAGE,11.664796405307863,Verified,Charged Off,car,FL,3.94
9.575052927597383, 36 months,12.69,483.05,B,9 years,MORTGAGE,10.596659732783579,Not Verified,Fully Paid,debt_consolidation,IL,20.16
9.99884318585288, 36 months,15.96,773.03,C,5 years,MORTGAGE,11.19822841866684,Verified,Fully Paid,debt_consolidation,IL,22.47
9.210440366976517, 36 months,10.65,325.74,B,10+ years,MORTGAGE,11.407576060361786,Not Verified,Fully Paid,debt_consolidation,NY,11.16
8.160803920954665, 36 months,13.49,118.76,C,7 years,RENT,10.933124826700707,Not Verified,Fully Paid,debt_consolidation,FL,10.35
9.19786285046507, 36 months,7.9,309.0,A,10+ years,MORTGAGE,10.596659732783579,Source Verified,Fully Paid,debt_consolidation,NY,24.03
8.476579508530941, 36 months,7.9,150.2,A,6 years,RENT,10.778977123006351,Source Verified,Fully Paid,debt_consolidation,FL,13.0
9.90353755128617, 36 months,14.27,686.18,C,10+ years,MORTGAGE,11.156264806643742,Verified,Fully Paid,credit_card,TX,6.21
8.517393171418904, 36 months,6.03,152.18,A,9 years,MORTGAGE,10.308985993422082,Not Verified,Fully Paid,other,CA,16.48
9.105090961257085, 36 months,14.65,310.45,C,4 years,RENT,10.714439990727769,Source Verified,Fully Paid,debt_consolidation,NY,17.01
8.881975184248867, 36 months,7.9,225.29,A,1 year,RENT,10.915106645867503,Not Verified,Fully Paid,debt_consolidation,FL,11.98
8.006700845440367, 60 months,19.03,77.88,E,3 years,RENT,10.878141527707198,Source Verified,Charged Off,other,FL,10.73
10.12667110305036, 60 months,19.42,654.31,E,10+ years,RENT,11.002116507732017,Verified,Charged Off,credit_card,CA,20.04
10.12667110305036, 36 months,15.27,869.95,C,8 years,OWN,11.314486721293981,Verified,Fully Paid,debt_consolidation,CA,18.5
9.210440366976517, 36 months,15.96,351.38,C,10+ years,RENT,10.87806606028079,Verified,Fully Paid,debt_consolidation,CA,13.09
9.651880224221337, 36 months,11.71,514.34,B,10+ years,RENT,10.896757843893464,Verified,Fully Paid,debt_consolidation,FL,23.36
9.741027444837728, 60 months,15.27,406.85,C,8 years,RENT,11.082157933374816,Not Verified,Fully Paid,debt_consolidation,NJ,16.84
8.922791623969637, 36 months,12.69,251.59,B,5 years,RENT,11.082157933374816,Not Verified,Fully Paid,credit_card,CA,4.41
9.091106284052485, 36 months,8.9,281.81,A,6 years,OWN,10.268165387743457,Not Verified,Fully Paid,debt_consolidation,CA,24.29
8.665785595466064, 36 months,12.42,193.81,B,3 years,RENT,10.491301994830229,Not Verified,Fully Paid,debt_consolidation,TX,21.67
9.210440366976517, 36 months,11.71,330.76,B,2 years,RENT,10.596659732783579,Not Verified,Fully Paid,debt_consolidation,NJ,22.26
9.546884034617925, 36 months,11.71,463.07,B,1 year,RENT,10.859018228147887,Not Verified,Fully Paid,credit_card,CA,12.97
10.085850775128717, 36 months,7.9,750.97,A,6 years,OWN,11.225256725762893,Verified,Fully Paid,debt_consolidation,FL,10.58
9.546884034617925, 36 months,14.27,480.33,C,< 1 year,RENT,11.289794413577894,Not Verified,Fully Paid,credit_card,NY,3.3
