index,loan_amnt,term,int_rate,installment,grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,loan_status,pymnt_plan,purpose,addr_state,dti,delinq_2yrs,revol_util,application_type,pub_rec_bankruptcies
11,2.390225888477839,60,15.27,484.63,C,Archdiocese of Galveston Houston,3 years,RENT,10.677546293976553,Verified,Fully Paid,s,debt_consolidation,TX,26.53,0.0,85.6,Individual,0.0
12,2.393551793043435,36,12.42,701.73,B,Osram Sylvania,10+ years,RENT,11.561725152903833,Verified,Charged Off,s,debt_consolidation,FL,13.22,0.0,90.3,Individual,0.0
13,2.3234107621942104,36,11.71,330.76,B,Value Air,10+ years,OWN,10.819798284210286,Source Verified,Fully Paid,s,credit_card,TX,11.18,0.0,82.4,Individual,0.0
14,2.3234107621942104,36,11.71,330.76,B,Wells Fargo Bank,5 years,RENT,10.819798284210286,Not Verified,Fully Paid,s,debt_consolidation,CA,16.01,0.0,91.8,Individual,0.0
15,2.2720930397111068,36,11.71,198.46,B,bmg-educational,1 year,RENT,11.23850177707664,Not Verified,Charged Off,s,major_purchase,CA,2.4,0.0,29.7,Individual,0.0
16,2.36235025329959,36,9.91,483.38,B,Winfield Pathology Consultants,2 years,MORTGAGE,11.429554725537322,Verified,Fully Paid,s,credit_card,IL,29.44,0.0,93.9,Individual,0.0
17,2.36235025329959,36,14.27,514.64,C,nyc transit,9 years,RENT,11.002116507732017,Not Verified,Charged Off,s,debt_consolidation,NY,15.22,0.0,57.6,Individual,0.0
18,2.2294012669472845,36,11.71,132.31,B,Shands Hospital at the University of Fl,10+ years,MORTGAGE,11.571203807011969,Not Verified,Fully Paid,s,debt_consolidation,FL,5.63,1.0,37.7,Individual,0.0
19,2.2389944258717547,36,7.51,136.11,A,nan,7 years,MORTGAGE,9.747359919824648,Source Verified,Fully Paid,s,debt_consolidation,NY,20.34,0.0,86.9,Individual,0.0
20,2.4308058078165944,36,7.9,995.82,A,Audubon Mutual Housing Corporation,5 years,MORTGAGE,11.225256725762893,Verified,Fully Paid,s,debt_consolidation,NJ,14.03,0.0,27.4,Individual,0.0
21,2.3234107621942104,60,15.96,242.97,C,US Legal Support,2 years,RENT,10.279214842380336,Verified,Fully Paid,s,debt_consolidation,FL,22.83,0.0,63.6,Individual,0.0
22,2.2878580073643144,36,15.96,245.97,C,GREG BARRETT DRYWALL,7 years,RENT,10.434145214930487,Source Verified,Fully Paid,s,credit_card,CA,6.35,0.0,60.5,Individual,0.0
23,2.3309192623212813,36,9.91,348.03,B,Department of Justice,2 years,RENT,10.925884521948419,Source Verified,Fully Paid,s,moving,nan,13.08,0.0,50.3,Individual,0.0
24,2.3450279096009217,60,12.69,282.44,B,United States Infrastructure Corporation,1 year,RENT,10.203629181337648,Verified,Fully Paid,s,debt_consolidation,IL,16.04,0.0,50.0,Individual,0.0
25,2.341107991445833,36,7.9,375.49,A,John Wiley Jr.,10+ years,RENT,11.03973275601109,Not Verified,Fully Paid,s,debt_consolidation,NJ,16.7,0.0,21.0,Individual,0.0
26,2.3234107621942104,36,10.65,325.74,B,Costco Wholesale Corp.,6 years,RENT,10.203629181337648,Verified,Fully Paid,s,other,NY,11.47,0.0,52.3,Individual,0.0
27,2.36235025329959,36,9.91,483.38,B,Caterpillar Inc.,8 years,MORTGAGE,11.289794413577894,Not Verified,Charged Off,s,debt_consolidation,IL,9.12,0.0,63.7,Individual,0.0
28,2.4114741782199816,36,9.91,824.96,B,City of Santa Monica,9 years,RENT,11.608244735642321,Verified,Fully Paid,s,credit_card,CA,15.71,0.0,62.0,Individual,0.0
29,2.2878580073643144,36,10.65,228.02,B,Aerotek Scientific,< 1 year,RENT,10.596659732783579,Not Verified,Fully Paid,s,debt_consolidation,CA,7.38,0.0,92.9,Individual,0.0
30,2.341107991445833,36,15.96,421.65,C,Chemat Technology Inc,4 years,RENT,10.819798284210286,Not Verified,Charged Off,s,car,CA,20.88,0.0,90.8,Individual,0.0
31,2.341107991445833,36,9.91,386.7,B,Scott & White,1 year,RENT,10.736418414365376,Not Verified,Fully Paid,s,credit_card,TX,8.11,0.0,52.1,Individual,0.0
32,2.3234107621942104,36,10.65,325.74,B,DCAA,2 years,RENT,10.847412906506923,Not Verified,Fully Paid,s,credit_card,TX,19.14,0.0,59.1,Individual,0.0
33,2.2892962763097833,36,16.77,252.33,D,Triple D security,1 year,MORTGAGE,10.404293143019792,Verified,Fully Paid,s,debt_consolidation,TX,24.0,0.0,91.2,Individual,0.0
34,2.348779658802277,60,12.69,293.74,B,wrisco,< 1 year,MORTGAGE,10.308985993422082,Source Verified,Fully Paid,s,debt_consolidation,NJ,13.72,0.0,58.9,Individual,0.0
35,2.3767657261848196,60,17.27,223.74,D,nan,6 years,RENT,10.596659732783579,Verified,Fully Paid,s,small_business,CA,19.47,0.0,58.9,Individual,0.0
36,2.370862309395654,36,14.27,563.53,C,"Gen-Probe, Inc",4 years,RENT,10.704255193154744,Source Verified,Fully Paid,s,debt_consolidation,CA,22.71,0.0,83.4,Individual,0.0
37,2.3037855099089155,60,21.28,223.14,F,autozone,4 years,RENT,11.225256725762893,Source Verified,Charged Off,s,small_business,CA,12.48,0.0,73.9,Individual,0.0
38,2.36235025329959,36,14.65,517.42,C,USAF Civil Service,2 years,OWN,11.0186455364637,Verified,Fully Paid,s,credit_card,FL,11.88,0.0,79.5,Individual,0.0
39,2.2787236094023164,36,16.77,227.45,D,"Riverside County, California",5 years,RENT,11.225256725762893,Not Verified,Charged Off,s,debt_consolidation,CA,20.22,0.0,67.5,Individual,0.0
40,2.3584977298935645,36,8.9,457.25,A,Model Metrics,< 1 year,OWN,11.918397239722838,Source Verified,Fully Paid,s,debt_consolidation,NY,14.85,0.0,55.0,Individual,0.0
41,2.341107991445833,36,14.65,413.94,C,Boro of Butler,10+ years,RENT,11.407576060361786,Not Verified,Fully Paid,s,debt_consolidation,NJ,16.56,0.0,78.5,Individual,0.0
42,2.3327011629175196,36,13.49,373.24,C,TX Army National Guard,10+ years,MORTGAGE,10.778977123006351,Verified,Fully Paid,s,debt_consolidation,TX,21.82,0.0,65.0,Individual,0.0
43,2.2914123769389443,60,21.67,197.51,F,Cross Country Travel Corp,< 1 year,RENT,11.225256725762893,Verified,Fully Paid,s,debt_consolidation,CA,24.82,0.0,91.2,Individual,1.0
44,2.36235025329959,36,7.9,469.36,A,Segovia's Transportion Inc.,1 year,MORTGAGE,10.859018228147887,Not Verified,Fully Paid,s,small_business,TX,9.65,0.0,6.7,Individual,0.0
45,2.379377841348507,60,19.91,475.99,E,AVMED HEALTH PLANS,10+ years,MORTGAGE,11.082157933374816,Not Verified,Fully Paid,s,debt_consolidation,FL,6.81,0.0,77.8,Individual,0.0
46,2.439135964655596,60,17.27,551.84,D,tutor Per ini Corporation,3 years,MORTGAGE,11.918397239722838,Verified,Fully Paid,s,home_improvement,NY,7.51,0.0,53.3,Individual,0.0
47,2.339489621305746,36,12.69,395.83,B,Koi Restaurant,6 years,RENT,10.645448706505872,Source Verified,Fully Paid,s,credit_card,NY,9.86,0.0,74.8,Individual,0.0
48,2.241991300989741,36,6.03,136.96,A,CaseStack,4 years,RENT,10.87806606028079,Source Verified,Fully Paid,s,major_purchase,CA,4.44,0.0,13.9,Individual,0.0
49,2.2878580073643144,36,12.69,234.82,B,Bellflower convalecent hospital,10+ years,RENT,10.463131911491967,Source Verified,Fully Paid,s,credit_card,CA,11.35,0.0,82.3,Individual,0.0
50,2.3152117850154705,36,12.42,307.43,B,Kaiser Permanente,2 years,RENT,11.002116507732017,Source Verified,Fully Paid,s,debt_consolidation,CA,19.96,0.0,78.7,Individual,0.0
51,2.241991300989741,60,10.65,97.06,B,barnes distribution,< 1 year,MORTGAGE,10.645448706505872,Source Verified,Fully Paid,s,car,TX,5.4,0.0,78.3,Individual,0.0
52,2.341107991445833,36,13.49,407.17,C,LITHIA MOTORS,4 years,RENT,11.184435286790631,Source Verified,Fully Paid,s,debt_consolidation,CA,21.33,0.0,27.6,Individual,0.0
53,2.341107991445833,36,10.65,390.88,B,Insight Global,< 1 year,RENT,11.034905792929415,Verified,Fully Paid,s,credit_card,TX,23.94,0.0,78.4,Individual,0.0
54,2.3037855099089155,60,19.42,214.62,E,Claret Wine Bar,3 years,RENT,11.695255355062795,Source Verified,Fully Paid,s,debt_consolidation,NY,2.8,0.0,88.4,Individual,0.0
55,2.328177375852995,36,12.69,352.23,B,O'Connor,10+ years,RENT,11.097425172408931,Verified,Fully Paid,s,medical,CA,20.73,1.0,51.2,Individual,0.0
56,2.2878580073643144,36,11.71,231.54,B,Harris,4 years,OWN,10.57441468619423,Not Verified,Fully Paid,s,debt_consolidation,FL,21.01,0.0,52.4,Individual,0.0
57,2.214933939131339,36,6.03,106.53,A,J&J Steel Inc,10+ years,MORTGAGE,11.326607934898927,Verified,Fully Paid,s,car,IL,2.31,0.0,13.4,Individual,0.0
58,2.2754672914647096,36,9.91,199.8,B,Sunrise Senior Living,2 years,RENT,10.12667110305036,Not Verified,Charged Off,s,debt_consolidation,CA,20.64,0.0,47.7,Individual,0.0
59,2.2720930397111068,36,8.9,190.52,A,A Touch Of Italy,8 years,OWN,10.268165387743457,Not Verified,Fully Paid,s,debt_consolidation,NJ,13.17,0.0,36.8,Individual,0.0
60,2.290712409213045,36,9.91,232.02,B,New York Living Solutions,6 years,RENT,11.813037464800539,Not Verified,Fully Paid,s,credit_card,NY,6.12,0.0,79.6,Individual,0.0
61,2.3183750070955895,36,8.9,301.66,A,Natex Architects,7 years,MORTGAGE,10.819798284210286,Not Verified,Fully Paid,s,credit_card,TX,8.18,0.0,60.5,Individual,0.0
62,2.3835191730101593,60,16.77,465.53,D,Texas Health & Human Services Commission,10+ years,RENT,10.545367754151743,Verified,Charged Off,s,debt_consolidation,TX,23.18,0.0,79.7,Individual,0.0
63,2.4056695902475114,36,10.65,781.76,B,City of Newport Beach,10+ years,RENT,10.714439990727769,Verified,Fully Paid,s,debt_consolidation,CA,14.8,0.0,55.2,Individual,0.0
64,2.2720930397111068,36,13.49,203.59,C,Becker Construction Corporation,10+ years,RENT,11.289794413577894,Not Verified,Fully Paid,s,debt_consolidation,CA,11.58,0.0,83.8,Individual,0.0
65,2.415573941923534,60,20.89,723.38,F,charlotte regional medical center,3 years,MORTGAGE,11.695255355062795,Verified,Fully Paid,s,debt_consolidation,FL,12.15,0.0,48.0,Individual,0.0
66,2.3013164699169826,36,12.69,268.36,B,OPW Fuel Management Systems,5 years,MORTGAGE,10.463131911491967,Not Verified,Fully Paid,s,debt_consolidation,IL,10.05,0.0,97.7,Individual,0.0
67,2.3234107621942104,36,18.25,362.78,D,Gucci Group/ Yves Saint Laurent,1 year,RENT,11.225256725762893,Source Verified,Charged Off,s,credit_card,CA,24.14,0.0,96.3,Individual,0.0
68,2.3234107621942104,36,8.9,317.54,A,Renal Support Network,6 years,RENT,10.085850775128717,Verified,Fully Paid,s,debt_consolidation,CA,7.0,0.0,49.5,Individual,0.0
69,2.3234107621942104,36,7.9,312.91,A,RAM DME,1 year,RENT,10.668978650219241,Not Verified,Fully Paid,s,debt_consolidation,CA,25.26,0.0,37.2,Individual,0.0
70,2.341107991445833,36,9.91,386.7,B,samuraisushi restaurant,1 year,RENT,10.819798284210286,Not Verified,Fully Paid,s,debt_consolidation,CA,16.44,0.0,29.3,Individual,0.0
71,2.3234107621942104,36,9.91,322.25,B,Albert Einstein College of Medicine,3 years,RENT,10.348205424565993,Source Verified,Fully Paid,s,debt_consolidation,NY,14.81,0.0,27.0,Individual,0.0
72,2.4194784443591764,60,19.91,312.04,E,American Airlines,10+ years,RENT,10.859018228147887,Verified,Charged Off,s,debt_consolidation,TX,20.7,0.0,87.6,Individual,0.0
73,2.379377841348507,36,7.9,563.23,A,United States Air Force,10+ years,RENT,10.950192323132216,Source Verified,Fully Paid,s,debt_consolidation,CA,27.55,0.0,76.6,Individual,0.0
74,2.17752581681183,36,14.27,85.78,C,United states air force,7 years,RENT,10.809748150372926,Source Verified,Fully Paid,s,debt_consolidation,FL,10.33,0.0,37.7,Individual,0.0
75,2.439135964655596,36,8.9,1111.37,A,City of Los Angeles,6 years,MORTGAGE,11.736077016252437,Verified,Fully Paid,s,debt_consolidation,CA,22.71,0.0,34.8,Individual,0.0
76,2.3234107621942104,36,7.51,311.11,A,Malvern School of Medford,3 years,RENT,10.404293143019792,Not Verified,Fully Paid,s,credit_card,NJ,9.75,0.0,0.6,Individual,0.0
77,2.4056695902475114,36,15.96,843.3,C,lafidale inc,8 years,MORTGAGE,11.407576060361786,Source Verified,Charged Off,s,home_improvement,CA,9.17,0.0,71.2,Individual,0.0
78,2.2720930397111068,36,11.71,198.46,B,Infosys Technologies Ltd.,1 year,RENT,11.407576060361786,Not Verified,Fully Paid,s,credit_card,NJ,2.97,1.0,56.6,Individual,0.0
79,2.3234107621942104,60,12.69,225.95,B,Barnes and Noble,2 years,MORTGAGE,10.933124826700707,Source Verified,Fully Paid,s,debt_consolidation,CA,10.82,0.0,31.2,Individual,0.0
80,2.3558304641281165,36,14.27,480.33,C,Kazork,4 years,RENT,10.874285408908944,Not Verified,Fully Paid,s,debt_consolidation,CA,7.36,0.0,70.8,Individual,0.0
81,2.3523765686130647,36,9.91,435.04,B,Bank of the West,7 years,RENT,10.545367754151743,Verified,Fully Paid,s,debt_consolidation,CA,12.38,0.0,67.3,Individual,0.0
82,2.2720930397111068,36,10.65,195.44,B,Medin Corporation,6 years,MORTGAGE,11.373674891823535,Not Verified,Fully Paid,s,home_improvement,NJ,12.86,2.0,40.5,Individual,0.0
83,2.3067802865056217,60,16.77,208.97,D,Best Buy,5 years,OWN,10.12667110305036,Verified,Fully Paid,s,debt_consolidation,IL,22.51,0.0,83.5,Individual,0.0
84,2.3234107621942104,36,11.71,330.76,B,karl strauss brewing company,8 years,RENT,11.002116507732017,Not Verified,Charged Off,s,debt_consolidation,CA,22.08,0.0,29.3,Individual,0.0
85,2.3522002124634493,60,13.49,309.99,C,vons,10+ years,RENT,10.12667110305036,Verified,Charged Off,s,credit_card,CA,21.89,0.0,65.8,Individual,0.0
86,2.290712409213045,36,12.42,240.59,B,"Marks & Sokolov, LLC",5 years,RENT,10.778977123006351,Not Verified,Fully Paid,s,major_purchase,IL,17.43,0.0,80.2,Individual,0.0
87,2.341107991445833,36,14.27,411.71,C,Rite aid,< 1 year,RENT,10.950824090522445,Verified,Fully Paid,s,debt_consolidation,CA,10.86,0.0,81.5,Individual,0.0
88,2.36235025329959,36,17.27,536.81,D,Senior Dental Insurance Solutions,2 years,MORTGAGE,10.70101727068921,Source Verified,Fully Paid,s,house,FL,3.59,1.0,91.6,Individual,1.0
89,2.3234107621942104,36,6.62,307.04,A,Marshall Realty,5 years,MORTGAGE,11.156264806643742,Not Verified,Fully Paid,s,credit_card,NY,16.78,0.0,69.0,Individual,0.0
90,2.3013164699169826,36,14.65,275.96,C,Studio 94 Corp,3 years,RENT,10.239995502805316,Not Verified,Fully Paid,s,car,CA,12.6,0.0,54.3,Individual,0.0
91,2.2720930397111068,36,14.27,205.86,C,American Airlines,10+ years,MORTGAGE,11.459535236710686,Verified,Fully Paid,s,car,TX,24.53,0.0,95.9,Individual,0.0
92,2.368410894537015,60,9.91,339.25,B,Indian river county clerk of court,10+ years,OWN,10.596659732783579,Verified,Fully Paid,s,debt_consolidation,FL,9.39,0.0,28.5,Individual,0.0
93,2.17752581681183,36,7.51,77.78,A,nan,nan,OWN,9.392745258631441,Source Verified,Charged Off,s,debt_consolidation,CA,16.3,0.0,42.2,Individual,0.0
94,2.4093450282818294,36,12.42,835.39,B,McGraw- Hill,2 years,RENT,12.323860125621126,Verified,Fully Paid,s,debt_consolidation,NJ,8.32,1.0,34.6,Individual,0.0
95,2.3234107621942104,36,13.49,339.31,C,Samsung Information Systems America,2 years,RENT,10.734242182303689,Verified,Fully Paid,s,small_business,CA,24.97,0.0,48.3,Individual,0.0
96,2.292452424795649,36,12.69,245.72,B,Sensus Healthcare,1 year,RENT,10.645448706505872,Not Verified,Fully Paid,s,debt_consolidation,FL,22.57,0.0,65.0,Individual,0.0
97,2.2294012669472845,36,12.42,133.67,B,walgreens,5 years,RENT,11.813037464800539,Verified,Fully Paid,s,credit_card,NY,12.12,0.0,85.7,Individual,0.0
98,2.3234107621942104,36,13.49,339.31,C,Edgestone Real Estate,5 years,RENT,11.082157933374816,Not Verified,Charged Off,s,small_business,CA,6.92,1.0,69.5,Individual,0.0
99,2.298132911353626,36,17.27,277.36,D,US Bank,< 1 year,RENT,10.085850775128717,Not Verified,Charged Off,s,debt_consolidation,IL,16.1,0.0,67.1,Individual,0.0
100,2.3890872825709972,60,20.89,539.84,F,Independent Imaging,6 years,RENT,11.156264806643742,Source Verified,Charged Off,s,debt_consolidation,FL,16.63,0.0,79.9,Individual,0.0
101,2.319405094199375,36,12.42,320.79,B,Express LLC,10+ years,RENT,11.082157933374816,Verified,Fully Paid,s,debt_consolidation,NY,11.65,0.0,70.9,Individual,0.0
102,2.393551793043435,60,11.71,464.07,B,Calix,3 years,RENT,11.002116507732017,Not Verified,Charged Off,s,debt_consolidation,CA,6.62,0.0,79.9,Individual,0.0
103,2.351313023549873,36,12.42,446.1,B,Cajon Valley Union School District,10+ years,RENT,10.668978650219241,Not Verified,Fully Paid,s,debt_consolidation,CA,20.57,0.0,95.3,Individual,0.0
104,2.36235025329959,36,17.27,536.81,D,Santa Clara County Public Defender,8 years,RENT,11.225256725762893,Source Verified,Charged Off,s,debt_consolidation,CA,16.03,0.0,75.9,Individual,0.0
105,2.3327011629175196,60,13.49,253.06,C,Department Of Health,10+ years,MORTGAGE,11.767575435251748,Verified,Fully Paid,s,debt_consolidation,CA,10.94,0.0,24.1,Individual,0.0
106,2.439135964655596,36,10.65,1140.07,B,baylor college of medicine,2 years,MORTGAGE,12.031725210748633,Verified,Fully Paid,s,debt_consolidation,TX,3.17,1.0,1.4,Individual,0.0
107,2.368410894537015,36,12.69,536.72,B,Marsh,1 year,RENT,10.97679912709094,Source Verified,Charged Off,s,debt_consolidation,IL,20.64,0.0,89.3,Individual,0.0
108,2.341107991445833,36,10.65,390.88,B,PURE FLO WATER COMPANY,5 years,RENT,11.002116507732017,Not Verified,Fully Paid,s,credit_card,CA,10.84,0.0,48.8,Individual,0.0
109,2.3061891929526412,60,16.77,207.73,D,City of new york,5 years,RENT,11.385058001970144,Not Verified,Fully Paid,s,major_purchase,NY,11.35,0.0,80.3,Individual,0.0
110,2.341107991445833,36,14.27,411.71,C,Corning Inc.,8 years,MORTGAGE,11.156264806643742,Not Verified,Charged Off,s,other,NY,8.4,0.0,86.2,Individual,0.0
111,2.313039352423886,36,12.69,301.91,B,Gilbert Express,5 years,RENT,10.819798284210286,Source Verified,Fully Paid,s,debt_consolidation,NY,17.81,0.0,55.4,Individual,0.0
112,2.3890872825709972,36,13.49,678.61,C,nan,6 years,RENT,11.225256725762893,Verified,Fully Paid,s,debt_consolidation,CA,22.38,0.0,90.8,Individual,0.0
113,2.337004806219791,36,15.27,400.18,C,Merks Bar and Grill,5 years,RENT,10.491301994830229,Not Verified,Fully Paid,s,debt_consolidation,FL,21.1,0.0,76.7,Individual,0.0
114,2.353427251145228,36,12.42,456.12,B,ITT Aerospace Controls,10+ years,MORTGAGE,11.362114203075018,Not Verified,Charged Off,s,debt_consolidation,CA,12.29,0.0,73.4,Individual,0.0
115,2.328177375852995,36,16.29,370.66,D,Butte Community College,3 years,RENT,10.308985993422082,Source Verified,Charged Off,s,debt_consolidation,CA,15.0,0.0,55.5,Individual,0.0
116,2.341107991445833,36,9.91,386.7,B,Deloitte Tax LLP,2 years,RENT,11.002116507732017,Not Verified,Fully Paid,s,debt_consolidation,CA,15.5,0.0,85.7,Individual,0.0
117,2.337004806219791,36,15.27,400.18,C,Eel River Brewing Co.,10+ years,MORTGAGE,10.69650269224425,Verified,Fully Paid,s,credit_card,CA,21.69,0.0,90.0,Individual,0.0
118,2.1519252521271723,36,15.27,69.6,C,The University of Texas,2 years,RENT,10.62135173563291,Verified,Fully Paid,s,moving,TX,17.74,0.0,96.4,Individual,0.0
119,2.3628199310322553,36,14.27,517.21,C,JPMorgan Chase Bank,10+ years,RENT,10.463131911491967,Verified,Charged Off,s,debt_consolidation,TX,20.16,0.0,89.6,Individual,0.0
120,2.341107991445833,36,12.42,400.99,B,Sigma Relocation Group,9 years,MORTGAGE,11.561725152903833,Not Verified,Fully Paid,s,credit_card,TX,13.98,0.0,75.0,Individual,0.0
121,2.309106800372111,36,14.27,296.78,C,Best buy,4 years,MORTGAGE,10.714439990727769,Source Verified,Fully Paid,s,credit_card,FL,7.6,0.0,58.9,Individual,0.0
122,2.393551793043435,60,17.27,294.98,D,New Jersey Institute Of Technology (NJIT,10+ years,MORTGAGE,11.599112335481124,Verified,Fully Paid,s,debt_consolidation,NJ,7.75,0.0,50.3,Individual,0.0
123,2.368410894537015,60,17.27,399.97,D,JP Morgan Chase Bank,2 years,RENT,10.819798284210286,Source Verified,Fully Paid,s,debt_consolidation,TX,11.04,0.0,42.2,Individual,0.0
124,2.341107991445833,36,12.42,400.99,B,PricewaterhouseCoopers,2 years,RENT,11.326607934898927,Not Verified,Fully Paid,s,debt_consolidation,CA,11.81,0.0,51.1,Individual,0.0
125,2.3183750070955895,36,12.69,318.68,B,San Diego Unified School District,< 1 year,MORTGAGE,10.868587496017359,Source Verified,Charged Off,s,moving,CA,23.54,0.0,75.3,Individual,0.0
126,2.3584977298935645,36,13.49,488.6,C,big m inc,10+ years,MORTGAGE,11.002116507732017,Not Verified,Fully Paid,s,debt_consolidation,FL,16.92,0.0,65.0,Individual,0.0
127,2.2294012669472845,36,7.51,124.45,A,Vibrato Grill Jazz etc...,< 1 year,RENT,11.082157933374816,Source Verified,Fully Paid,s,major_purchase,CA,18.17,0.0,50.7,Individual,0.0
128,2.1179272289544824,36,17.27,53.69,D,Walt Disney Co.,10+ years,MORTGAGE,11.87757552297847,Verified,Fully Paid,s,debt_consolidation,CA,8.23,1.0,97.8,Individual,0.0
129,2.3872327996109903,36,12.42,654.94,B,Ajel Technologies Inc,2 years,RENT,11.225256725762893,Verified,Fully Paid,s,credit_card,NY,11.62,0.0,50.1,Individual,0.0
130,2.3234107621942104,36,12.69,335.45,B,nor cal beverage,2 years,RENT,11.156264806643742,Not Verified,Charged Off,s,credit_card,CA,2.69,0.0,70.2,Individual,0.0
131,2.214933939131339,36,7.9,109.52,A,impax laboratory,7 years,MORTGAGE,11.025832643730768,Not Verified,Fully Paid,s,vacation,CA,6.46,1.0,55.5,Individual,0.0
132,2.341107991445833,36,6.62,368.45,A,maroone chevrolet of west dade,10+ years,MORTGAGE,10.933124826700707,Not Verified,Fully Paid,s,debt_consolidation,FL,13.65,0.0,80.3,Individual,0.0
133,2.3712877070109015,36,8.9,523.93,A,CH Robinson,< 1 year,RENT,10.757924157061597,Source Verified,Fully Paid,s,debt_consolidation,IL,9.06,0.0,38.8,Individual,0.0
134,2.3660377398222523,60,12.69,352.48,B,corbett industries,10+ years,RENT,10.819798284210286,Source Verified,Charged Off,s,vacation,NY,5.78,0.0,35.7,Individual,0.0
135,2.3309192623212813,36,12.42,360.89,B,Hillstone Restaurant Group,8 years,RENT,11.813037464800539,Verified,Fully Paid,s,credit_card,CA,12.12,0.0,74.5,Individual,0.0
136,2.3835191730101593,60,17.58,473.75,D,executive plaza,4 years,MORTGAGE,10.691967639914864,Verified,Fully Paid,s,debt_consolidation,NY,24.98,0.0,93.2,Individual,0.0
137,2.341107991445833,36,9.91,386.7,B,Southern Methodist University,5 years,RENT,11.289794413577894,Not Verified,Fully Paid,s,debt_consolidation,TX,14.83,0.0,67.7,Individual,0.0
138,2.3013164699169826,36,7.9,250.33,A,kenover marketing,2 years,RENT,11.264476926102367,Not Verified,Fully Paid,s,vacation,NY,6.09,0.0,55.9,Individual,0.0
139,2.350236310074246,60,17.27,224.36,D,"Cardinal Health Stafford, Texas.",3 years,RENT,10.181157167204903,Source Verified,Fully Paid,s,small_business,TX,9.64,0.0,50.1,Individual,0.0
140,2.328177375852995,36,6.03,319.58,A,DFW International Airport,10+ years,MORTGAGE,11.082157933374816,Source Verified,Fully Paid,s,debt_consolidation,TX,10.36,0.0,18.7,Individual,0.0
141,2.2927965044346705,36,11.71,243.11,B,cyberpower,1 year,RENT,10.404293143019792,Verified,Fully Paid,s,debt_consolidation,CA,22.51,0.0,77.9,Individual,0.0
142,2.3234107621942104,36,13.49,339.31,C,St. Joseph Hospital,10+ years,MORTGAGE,10.819798284210286,Not Verified,Fully Paid,s,credit_card,CA,5.88,1.0,47.6,Individual,0.0
143,2.341107991445833,36,8.9,381.04,A,"Time Escrow, Inc.",7 years,RENT,11.289794413577894,Not Verified,Charged Off,s,other,CA,9.13,0.0,83.5,Individual,0.0
144,2.2878580073643144,36,11.71,231.54,B,nan,2 years,RENT,11.225256725762893,Source Verified,Fully Paid,s,debt_consolidation,CA,15.57,0.0,94.1,Individual,0.0
145,2.439135964655596,60,18.64,690.56,E,"Navistar, Inc.",8 years,MORTGAGE,11.350418300109132,Verified,Fully Paid,s,debt_consolidation,IL,12.0,0.0,53.0,Individual,0.0
146,2.109599866397226,36,7.9,43.81,A,Dr.Boers,1 year,RENT,10.268165387743457,Not Verified,Fully Paid,s,other,FL,10.0,0.0,9.9,Individual,0.0
147,2.2051066035011075,36,9.91,103.12,B,Oceanside college of beauty,9 years,RENT,11.021918808236205,Not Verified,Fully Paid,s,debt_consolidation,CA,2.16,0.0,33.3,Individual,1.0
148,2.3013164699169826,36,7.9,250.33,A,Medical Delivery Services,1 year,RENT,10.596659732783579,Not Verified,Fully Paid,s,medical,CA,13.35,0.0,34.4,Individual,0.0
